0.5 0.01597452315227752828
0.3535533905932737309 0.0001986885429816676366
0.2499999999999999722 6.864471047286573276e-011
0.1767766952966368377 4.023631150584678808e-010
0.1249999999999999584 1.102285198984697729e-010
0.08838834764831840496 3.128736818738583369e-010
0.06249999999999997224 1.963854265098382661e-010
0.04419417382415919554 2.686728842981073096e-010
0.03124999999999997918 1.084197594818304792e-010
0.0220970869120795943 7.387401764987173222e-011
0.01562499999999998786 3.80194754476227872e-011
0.01104854345603979542 2.306091642642383694e-011
0.007812499999999993061 1.092543441278507232e-011
0.00552427172801989684 5.575149492159695228e-012
0.003906249999999995663 2.716100678660384973e-012
0.002762135864009947987 1.232767659404376189e-012
0.001953124999999997615 4.643716957884374178e-013
0.001381067932004973776 7.278083354543631654e-014
0.0009765624999999985905 1.267298816631166245e-013
0.0006905339660024867798 2.283732704081066448e-013
