0.001 0.0659674
0.000833333 0.0672712
0.000694444 0.0663128
0.000578704 0.0669087
0.000482253 0.0661748
0.000401878 0.0652865
0.000334898 0.0628053
0.000279082 0.0587345
0.000232568 0.0532054
0.000193807 0.0461989
0.000161506 0.0385199
0.000134588 0.0310486
0.000112157 0.0242864
9.34639e-005 0.0184961
7.78866e-005 0.0137835
6.49055e-005 0.0100948
5.40879e-005 0.00729204
4.50732e-005 0.00520514
3.7561e-005 0.00367763
3.13009e-005 0.00257388
2.60841e-005 0.00178267
2.17367e-005 0.00121978
1.81139e-005 0.000821582
1.50949e-005 0.000540952
1.25791e-005 0.000343789
1.04826e-005 0.000205614
8.7355e-006 0.000108963
7.27958e-006 4.14776e-005
6.06632e-006 6.08556e-006
5.05526e-006 3.85887e-005
4.21272e-006 6.14435e-005
3.5106e-006 7.73614e-005
2.9255e-006 8.84411e-005
2.43792e-006 9.615e-005
2.0316e-006 0.00010151
1.693e-006 0.000105237
1.41083e-006 0.000107827
1.17569e-006 0.000109628
