-0.5	-0.5	0
-0.5	-0.467742	0
-0.5	-0.435484	0
-0.5	-0.403226	0
-0.5	-0.370968	0
-0.5	-0.33871	0
-0.5	-0.306452	0
-0.5	-0.274194	0
-0.5	-0.241935	0
-0.5	-0.209677	0
-0.5	-0.177419	0
-0.5	-0.145161	0
-0.5	-0.112903	0
-0.5	-0.0806452	0
-0.5	-0.0483871	0
-0.5	-0.016129	0
-0.5	0.016129	0
-0.5	0.0483871	0
-0.5	0.0806452	0
-0.5	0.112903	0
-0.5	0.145161	0
-0.5	0.177419	0
-0.5	0.209677	0
-0.5	0.241935	0
-0.5	0.274194	0
-0.5	0.306452	0
-0.5	0.33871	0
-0.5	0.370968	0
-0.5	0.403226	0
-0.5	0.435484	0
-0.5	0.467742	0
-0.5	0.5	0

-0.467742	-0.5	0
-0.467742	-0.467742	0.00964578
-0.467742	-0.435484	0.0213585
-0.467742	-0.403226	0.0308827
-0.467742	-0.370968	0.0412985
-0.467742	-0.33871	0.0479857
-0.467742	-0.306452	0.0543082
-0.467742	-0.274194	0.0653319
-0.467742	-0.241935	0.070398
-0.467742	-0.209677	0.0792332
-0.467742	-0.177419	0.0855556
-0.467742	-0.145161	0.0877441
-0.467742	-0.112903	0.0941476
-0.467742	-0.0806452	0.0967415
-0.467742	-0.0483871	0.0977141
-0.467742	-0.016129	0.100632
-0.467742	0.016129	0.1012
-0.467742	0.0483871	0.0956472
-0.467742	0.0806452	0.0966199
-0.467742	0.112903	0.0913512
-0.467742	0.145161	0.0898516
-0.467742	0.177419	0.0838534
-0.467742	0.209677	0.078301
-0.467742	0.241935	0.0713706
-0.467742	0.274194	0.0660209
-0.467742	0.306452	0.0544703
-0.467742	0.33871	0.0483505
-0.467742	0.370968	0.0382184
-0.467742	0.403226	0.0278431
-0.467742	0.435484	0.0202237
-0.467742	0.467742	0.0117127
-0.467742	0.5	1.23891e-017

-0.435484	-0.5	0
-0.435484	-0.467742	0.0196158
-0.435484	-0.435484	0.0399205
-0.435484	-0.403226	0.0585636
-0.435484	-0.370968	0.0791926
-0.435484	-0.33871	0.0949177
-0.435484	-0.306452	0.115263
-0.435484	-0.274194	0.126084
-0.435484	-0.241935	0.145457
-0.435484	-0.209677	0.155629
-0.435484	-0.177419	0.171354
-0.435484	-0.145161	0.175002
-0.435484	-0.112903	0.187768
-0.435484	-0.0806452	0.196644
-0.435484	-0.0483871	0.19247
-0.435484	-0.016129	0.19863
-0.435484	0.016129	0.196523
-0.435484	0.0483871	0.192064
-0.435484	0.0806452	0.190443
-0.435484	0.112903	0.186269
-0.435484	0.145161	0.178325
-0.435484	0.177419	0.163735
-0.435484	0.209677	0.151901
-0.435484	0.241935	0.143998
-0.435484	0.274194	0.126895
-0.435484	0.306452	0.111899
-0.435484	0.33871	0.0974305
-0.435484	0.370968	0.0770446
-0.435484	0.403226	0.0614412
-0.435484	0.435484	0.0391505
-0.435484	0.467742	0.0193726
-0.435484	0.5	2.46511e-017

-0.403226	-0.5	0
-0.403226	-0.467742	0.0285726
-0.403226	-0.435484	0.0586042
-0.403226	-0.403226	0.0858393
-0.403226	-0.370968	0.114777
-0.403226	-0.33871	0.140269
-0.403226	-0.306452	0.171111
-0.403226	-0.274194	0.192348
-0.403226	-0.241935	0.21476
-0.403226	-0.209677	0.232593
-0.403226	-0.177419	0.246373
-0.403226	-0.145161	0.264002
-0.403226	-0.112903	0.274297
-0.403226	-0.0806452	0.286698
-0.403226	-0.0483871	0.287671
-0.403226	-0.016129	0.300843
-0.403226	0.016129	0.291197
-0.403226	0.0483871	0.291116
-0.403226	0.0806452	0.279322
-0.403226	0.112903	0.273121
-0.403226	0.145161	0.266434
-0.403226	0.177419	0.253343
-0.403226	0.209677	0.233525
-0.403226	0.241935	0.215368
-0.403226	0.274194	0.188984
-0.403226	0.306452	0.167261
-0.403226	0.33871	0.137554
-0.403226	0.370968	0.117735
-0.403226	0.403226	0.084745
-0.403226	0.435484	0.0567804
-0.403226	0.467742	0.0299505
-0.403226	0.5	3.66602e-017

-0.370968	-0.5	0
-0.370968	-0.467742	0.0387857
-0.370968	-0.435484	0.0798411
-0.370968	-0.403226	0.116519
-0.370968	-0.370968	0.148861
-0.370968	-0.33871	0.186066
-0.370968	-0.306452	0.221204
-0.370968	-0.274194	0.251722
-0.370968	-0.241935	0.282078
-0.370968	-0.209677	0.303112
-0.370968	-0.177419	0.334157
-0.370968	-0.145161	0.340926
-0.370968	-0.112903	0.355799
-0.370968	-0.0806452	0.379995
-0.370968	-0.0483871	0.382102
-0.370968	-0.016129	0.385791
-0.370968	0.016129	0.390694
-0.370968	0.0483871	0.378536
-0.370968	0.0806452	0.371565
-0.370968	0.112903	0.358799
-0.370968	0.145161	0.349234
-0.370968	0.177419	0.334117
-0.370968	0.209677	0.31288
-0.370968	0.241935	0.281308
-0.370968	0.274194	0.255613
-0.370968	0.306452	0.218813
-0.370968	0.33871	0.184405
-0.370968	0.370968	0.154576
-0.370968	0.403226	0.113804
-0.370968	0.435484	0.0761935
-0.370968	0.467742	0.0389073
-0.370968	0.5	4.82931e-017

-0.33871	-0.5	0
-0.33871	-0.467742	0.0482289
-0.33871	-0.435484	0.0979573
-0.33871	-0.403226	0.140796
-0.33871	-0.370968	0.185783
-0.33871	-0.33871	0.229959
-0.33871	-0.306452	0.274256
-0.33871	-0.274194	0.306557
-0.33871	-0.241935	0.347572
-0.33871	-0.209677	0.378252
-0.33871	-0.177419	0.399692
-0.33871	-0.145161	0.428062
-0.33871	-0.112903	0.445124
-0.33871	-0.0806452	0.459228
-0.33871	-0.0483871	0.47244
-0.33871	-0.016129	0.466402
-0.33871	0.016129	0.476736
-0.33871	0.0483871	0.469887
-0.33871	0.0806452	0.459755
-0.33871	0.112903	0.447556
-0.33871	0.145161	0.428224
-0.33871	0.177419	0.401394
-0.33871	0.209677	0.370836
-0.33871	0.241935	0.34818
-0.33871	0.274194	0.311178
-0.33871	0.306452	0.271298
-0.33871	0.33871	0.235389
-0.33871	0.370968	0.188903
-0.33871	0.403226	0.141931
-0.33871	0.435484	0.0930128
-0.33871	0.467742	0.0511469
-0.33871	0.5	5.94304e-017

-0.306452	-0.5	0
-0.306452	-0.467742	0.0583205
-0.306452	-0.435484	0.112669
-0.306452	-0.403226	0.165721
-0.306452	-0.370968	0.220759
-0.306452	-0.33871	0.274256
-0.306452	-0.306452	0.322282
-0.306452	-0.274194	0.36042
-0.306452	-0.241935	0.403907
-0.306452	-0.209677	0.447232
-0.306452	-0.177419	0.470171
-0.306452	-0.145161	0.501378
-0.306452	-0.112903	0.529707
-0.306452	-0.0806452	0.540852
-0.306452	-0.0483871	0.554389
-0.306452	-0.016129	0.562049
-0.306452	0.016129	0.562333
-0.306452	0.0483871	0.55905
-0.306452	0.0806452	0.541136
-0.306452	0.112903	0.520872
-0.306452	0.145161	0.498784
-0.306452	0.177419	0.480627
-0.306452	0.209677	0.443422
-0.306452	0.241935	0.406987
-0.306452	0.274194	0.367755
-0.306452	0.306452	0.318554
-0.306452	0.33871	0.275675
-0.306452	0.370968	0.224285
-0.306452	0.403226	0.17026
-0.306452	0.435484	0.114452
-0.306452	0.467742	0.0588068
-0.306452	0.5	6.99579e-017

-0.274194	-0.5	0
-0.274194	-0.467742	0.0651293
-0.274194	-0.435484	0.129772
-0.274194	-0.403226	0.19324
-0.274194	-0.370968	0.255046
-0.274194	-0.33871	0.304612
-0.274194	-0.306452	0.367269
-0.274194	-0.274194	0.413715
-0.274194	-0.241935	0.456391
-0.274194	-0.209677	0.504863
-0.274194	-0.177419	0.542352
-0.274194	-0.145161	0.573154
-0.274194	-0.112903	0.600267
-0.274194	-0.0806452	0.625962
-0.274194	-0.0483871	0.633663
-0.274194	-0.016129	0.631393
-0.274194	0.016129	0.632812
-0.274194	0.0483871	0.632528
-0.274194	0.0806452	0.614371
-0.274194	0.112903	0.598768
-0.274194	0.145161	0.5721
-0.274194	0.177419	0.535786
-0.274194	0.209677	0.500324
-0.274194	0.241935	0.464213
-0.274194	0.274194	0.416187
-0.274194	0.306452	0.360258
-0.274194	0.33871	0.303112
-0.274194	0.370968	0.251155
-0.274194	0.403226	0.192348
-0.274194	0.435484	0.127178
-0.274194	0.467742	0.065413
-0.274194	0.5	7.97675e-017

-0.241935	-0.5	0
-0.241935	-0.467742	0.0716949
-0.241935	-0.435484	0.140958
-0.241935	-0.403226	0.212693
-0.241935	-0.370968	0.280538
-0.241935	-0.33871	0.344695
-0.241935	-0.306452	0.40338
-0.241935	-0.274194	0.464092
-0.241935	-0.241935	0.521926
-0.241935	-0.209677	0.565332
-0.241935	-0.177419	0.602739
-0.241935	-0.145161	0.631393
-0.241935	-0.112903	0.663573
-0.241935	-0.0806452	0.680473
-0.241935	-0.0483871	0.70402
-0.241935	-0.016129	0.715935
-0.241935	0.016129	0.71018
-0.241935	0.0483871	0.709937
-0.241935	0.0806452	0.685134
-0.241935	0.112903	0.664343
-0.241935	0.145161	0.626813
-0.241935	0.177419	0.604158
-0.241935	0.209677	0.561157
-0.241935	0.241935	0.513374
-0.241935	0.274194	0.467374
-0.241935	0.306452	0.403583
-0.241935	0.33871	0.34664
-0.241935	0.370968	0.275432
-0.241935	0.403226	0.211275
-0.241935	0.435484	0.142295
-0.241935	0.467742	0.0735592
-0.241935	0.5	8.87586e-017

-0.209677	-0.5	0
-0.209677	-0.467742	0.0779768
-0.209677	-0.435484	0.153279
-0.209677	-0.403226	0.230729
-0.209677	-0.370968	0.305017
-0.209677	-0.33871	0.378212
-0.209677	-0.306452	0.438599
-0.209677	-0.274194	0.513536
-0.209677	-0.241935	0.558726
-0.209677	-0.209677	0.612102
-0.209677	-0.177419	0.65721
-0.209677	-0.145161	0.692024
-0.209677	-0.112903	0.718691
-0.209677	-0.0806452	0.740658
-0.209677	-0.0483871	0.770933
-0.209677	-0.016129	0.775796
-0.209677	0.016129	0.77843
-0.209677	0.0483871	0.765745
-0.209677	0.0806452	0.748318
-0.209677	0.112903	0.73235
-0.209677	0.145161	0.696928
-0.209677	0.177419	0.647523
-0.209677	0.209677	0.617897
-0.209677	0.241935	0.561644
-0.209677	0.274194	0.50231
-0.209677	0.306452	0.44707
-0.209677	0.33871	0.38117
-0.209677	0.370968	0.299343
-0.209677	0.403226	0.233809
-0.209677	0.435484	0.155994
-0.209677	0.467742	0.0791116
-0.209677	0.5	9.68389e-017

-0.177419	-0.5	0
-0.177419	-0.467742	0.0829618
-0.177419	-0.435484	0.164627
-0.177419	-0.403226	0.248764
-0.177419	-0.370968	0.324633
-0.177419	-0.33871	0.405852
-0.177419	-0.306452	0.478398
-0.177419	-0.274194	0.551633
-0.177419	-0.241935	0.600916
-0.177419	-0.209677	0.659034
-0.177419	-0.177419	0.704588
-0.177419	-0.145161	0.739239
-0.177419	-0.112903	0.785928
-0.177419	-0.0806452	0.801288
-0.177419	-0.0483871	0.820621
-0.177419	-0.016129	0.825484
-0.177419	0.016129	0.831766
-0.177419	0.0483871	0.821107
-0.177419	0.0806452	0.806922
-0.177419	0.112903	0.786333
-0.177419	0.145161	0.746494
-0.177419	0.177419	0.702804
-0.177419	0.209677	0.661019
-0.177419	0.241935	0.603104
-0.177419	0.274194	0.540609
-0.177419	0.306452	0.472765
-0.177419	0.33871	0.399976
-0.177419	0.370968	0.324349
-0.177419	0.403226	0.244995
-0.177419	0.435484	0.166856
-0.177419	0.467742	0.0850287
-0.177419	0.5	1.03926e-016

-0.145161	-0.5	0
-0.145161	-0.467742	0.0907838
-0.145161	-0.435484	0.173381
-0.145161	-0.403226	0.267569
-0.145161	-0.370968	0.345951
-0.145161	-0.33871	0.430615
-0.145161	-0.306452	0.501499
-0.145161	-0.274194	0.573964
-0.145161	-0.241935	0.63958
-0.145161	-0.209677	0.701548
